description,code
When it gets closer to ego_vehicle within 15m,"<Condition name=""indiv_RelativeDistanceCondtion"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""indiv__cutInCar"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition value=""15"" freespace=""false"" entityRef=""ego_vehicle"" rule=""lessThan"" relativeDistanceType=""cartesianDistance"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the preceding action 'indiv_CutInEvent' is completed,"<Condition name=""indiv_cut_in_eventStoryboardElementStateCondition"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""indiv_CutInEvent"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
when indiv__cutInCar travels 70m,"<Condition name=""indiv_70TraveledDistanceCondition"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""indiv__cutInCar"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""70"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the preceding action 'indiv_CutInLeftEvent' has completed,"<Condition name=""indiv_KeepLongerStoryboardElementStateCondition"" delay=""5"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""indiv_CutInLeftEvent"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
When the straight-line distance between indiv__cutInCar and object ego_vehicle reaches the displacement area of ​​17m or less.,"<Condition name=""indiv_StartRelativeDistanceCondtion"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""indiv__cutInCar"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition value=""17"" freespace=""false"" entityRef=""ego_vehicle"" rule=""lessThan"" relativeDistanceType=""cartesianDistance"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
3.0 seconds after starting simulation,"<Condition name=""ActivateALKSControllerEventCondition"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""3.0"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
${5000.0 / ($Ego_InitSpeed_Ve0_kph / 3.6)} seconds after simulation start,"<Condition name=""End"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""${5000.0 / ($Ego_InitSpeed_Ve0_kph / 3.6)}"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
When more than 10.0 seconds have passed since start,"<Condition name=""SwerveEventStart"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""10.0"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
When the SwerveAction event enters the termination phase,"<Condition name=""SwerveEvent2Start"" delay=""5"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""action"" storyboardElementRef=""SwerveAction"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the stage of the 'SwerveAction2' event enters the end stage,"<Condition name=""SwerveEvent3Start"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""action"" storyboardElementRef=""SwerveAction2"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
SwerveAction3 When the action enters the end phase,"<Condition name=""SwerveEvent4Start"" delay=""5"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""action"" storyboardElementRef=""SwerveAction3"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When more than 0.0 seconds have passed since starting,"<Condition name=""SwerveActStart"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""0.0"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
After 50.0 seconds,"<Condition name=""End"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""50.0"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
When more than ${($TargetBlocking_InitPosition_LongitudinalOffset_m / ($Ego_InitSpeed_Ve0_kph / 3.6)) + 10.0} seconds have passed since start.,"<Condition name=""End"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""${($TargetBlocking_InitPosition_LongitudinalOffset_m / ($Ego_InitSpeed_Ve0_kph / 3.6)) + 10.0}"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
When the headway time from TargetBlocking is ${sqrt( $TargetBlocking_InitPosition_LateralOffset_m * $TargetBlocking_InitPosition_LateralOffset_m ) / ($TargetBlocking_Speed_kph / 3.6)} seconds,"<Condition name=""CrossStartCondition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TimeHeadwayCondition entityRef=""TargetBlocking"" value=""${sqrt( $TargetBlocking_InitPosition_LateralOffset_m * $TargetBlocking_InitPosition_LateralOffset_m ) / ($TargetBlocking_Speed_kph / 3.6)}"" freespace=""true"" rule=""lessThan"" coordinateSystem=""road"" relativeDistanceType=""longitudinal"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the preceding action 'VaryingSpeedAction' enters the end stage,"<Condition name=""VaryingSpeedEvent2Start"" delay=""10.0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""action"" storyboardElementRef=""VaryingSpeedAction"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
VaryingSpeedAction2 When the action enters the end phase,"<Condition name=""End"" delay=""20.0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""action"" storyboardElementRef=""VaryingSpeedAction2"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
BrakeAction When the action is completed,"<Condition name=""End"" delay=""10.0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""action"" storyboardElementRef=""BrakeAction"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
When Ego approaches the CutInVehicle within a longitudinal distance of $CutInVehicle_HeadwayDistanceTrigger_dx0_mm,"<Condition name=""CutInStartCondition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition entityRef=""CutInVehicle"" relativeDistanceType=""longitudinal"" value=""$CutInVehicle_HeadwayDistanceTrigger_dx0_m"" freespace=""true"" rule=""lessThan"" coordinateSystem=""entity"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When a step in the 'CutInAction' action is completed,"<Condition name=""End"" delay=""10.0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""action"" storyboardElementRef=""CutInAction"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
When the LeadVehicle approaches TargetBlocking and is less than the longitudinal distance $FrontOfLead_Distance_dx0_f_mm,"<Condition name=""CutOutStartCondition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""LeadVehicle"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition entityRef=""TargetBlocking"" relativeDistanceType=""longitudinal"" value=""$FrontOfLead_Distance_dx0_f_m"" freespace=""true"" rule=""lessThan"" coordinateSystem=""entity"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
40 seconds after starting simulation,"<Condition name=""End"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""40"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
