description,code
changes the speed to 5m/s.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""step"" value=""15.0"" dynamicsDimension=""distance"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""5"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes to the left lane of cutInCar.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction targetLaneOffset=""0.0"">
      <LaneChangeActionDynamics dynamicsShape=""step"" value=""22.0"" dynamicsDimension=""distance"" />
      <LaneChangeTarget>
        <RelativeTargetLane value=""1"" entityRef=""___cutInCar"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
changes to the right lane of cutInCar.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction targetLaneOffset=""0.0"">
      <LaneChangeActionDynamics dynamicsShape=""step"" value=""22.0"" dynamicsDimension=""distance"" />
      <LaneChangeTarget>
        <RelativeTargetLane value=""-1"" entityRef=""___cutInCar"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
changes the speed to 16.6666m/s.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""step"" value=""0.0"" dynamicsDimension=""time"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""16.6666"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes to the left lane of indiv__cutInCar.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction targetLaneOffset=""0.0"">
      <LaneChangeActionDynamics dynamicsShape=""step"" value=""22.0"" dynamicsDimension=""distance"" />
      <LaneChangeTarget>
        <RelativeTargetLane value=""1"" entityRef=""indiv__cutInCar"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
changes to the right lane of indiv__cutInCar.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction targetLaneOffset=""0.0"">
      <LaneChangeActionDynamics dynamicsShape=""step"" value=""22.0"" dynamicsDimension=""distance"" />
      <LaneChangeTarget>
        <RelativeTargetLane value=""-1"" entityRef=""indiv__cutInCar"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
activates longitudinal and lateral controllers.,"<PrivateAction>
  <ControllerAction>
    <ActivateControllerAction lateral=""true"" longitudinal=""true"" />
  </ControllerAction>
</PrivateAction>"
drives with an offset of $Swerve_Offset_Left_mm based on the road.,"<PrivateAction>
  <LateralAction>
    <LaneOffsetAction continuous=""false"">
      <LaneOffsetActionDynamics maxLateralAcc=""$Swerve_MaxLateralAcc_mps2"" dynamicsShape=""sinusoidal"" />
      <LaneOffsetTarget>
        <AbsoluteTargetLaneOffset value=""$Swerve_Offset_Left_m"" />
      </LaneOffsetTarget>
    </LaneOffsetAction>
  </LateralAction>
</PrivateAction>"
drives with an offset of 0.0m from the road.,"<PrivateAction>
  <LateralAction>
    <LaneOffsetAction continuous=""false"">
      <LaneOffsetActionDynamics maxLateralAcc=""$Swerve_MaxLateralAcc_mps2"" dynamicsShape=""sinusoidal"" />
      <LaneOffsetTarget>
        <AbsoluteTargetLaneOffset value=""0.0"" />
      </LaneOffsetTarget>
    </LaneOffsetAction>
  </LateralAction>
</PrivateAction>"
drives with an offset of $Swerve_Offset_Right_mm based on the road.,"<PrivateAction>
  <LateralAction>
    <LaneOffsetAction continuous=""false"">
      <LaneOffsetActionDynamics maxLateralAcc=""$Swerve_MaxLateralAcc_mps2"" dynamicsShape=""sinusoidal"" />
      <LaneOffsetTarget>
        <AbsoluteTargetLaneOffset value=""$Swerve_Offset_Right_m"" />
      </LaneOffsetTarget>
    </LaneOffsetAction>
  </LateralAction>
</PrivateAction>"
drives precisely (FollowTrajectory) along a straight line (Polyline) trajectory that moves in order from the $Ego_InitPosition_LaneId lane (s=$TargetBlocking_InitPosition_LongitudinalOffset_m) point on road 0 to the $Ego_InitPosition_LaneId lane (s=$TargetBlocking_InitPosition_LongitudinalOffset_m) point on road 0..,"<PrivateAction>
  <RoutingAction>
    <FollowTrajectoryAction>
      <TrajectoryRef>
        <Trajectory name=""CrossTrajectory"" closed=""false"">
          <Shape>
            <Polyline>
              <Vertex time=""0"">
                <Position>
                  <LanePosition roadId=""0"" laneId=""$Ego_InitPosition_LaneId"" offset=""$TargetBlocking_InitPosition_LateralOffset_m"" s=""$TargetBlocking_InitPosition_LongitudinalOffset_m"">
                    <Orientation h=""$TargetBlocking_InitPosition_Heading_rad"" />
                  </LanePosition>
                </Position>
              </Vertex>
              <Vertex time=""${2 * sqrt( $TargetBlocking_InitPosition_LateralOffset_m * $TargetBlocking_InitPosition_LateralOffset_m ) / ($TargetBlocking_Speed_kph / 3.6)}"">
                <Position>
                  <LanePosition roadId=""0"" laneId=""$Ego_InitPosition_LaneId"" offset=""${-$TargetBlocking_InitPosition_LateralOffset_m}"" s=""$TargetBlocking_InitPosition_LongitudinalOffset_m"">
                    <Orientation h=""$TargetBlocking_InitPosition_Heading_rad"" />
                  </LanePosition>
                </Position>
              </Vertex>
            </Polyline>
          </Shape>
        </Trajectory>
      </TrajectoryRef>
      <TimeReference>
        <Timing domainAbsoluteRelative=""relative"" scale=""1.0"" offset=""0.0"" />
      </TimeReference>
      <TrajectoryFollowingMode followingMode=""position"" />
    </FollowTrajectoryAction>
  </RoutingAction>
</PrivateAction>"
changes the speed to a speed that is $LeadVehicle_VaryingSpeed_Positive_Offset_mps different than Ego.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""$LeadVehicle_VaryingSpeed_Rate_mps2"" dynamicsDimension=""rate"" />
      <SpeedActionTarget>
        <RelativeTargetSpeed entityRef=""Ego"" value=""$LeadVehicle_VaryingSpeed_Positive_Offset_mps"" speedTargetValueType=""delta"" continuous=""false"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes the speed to a speed that is $LeadVehicle_VaryingSpeed_Negative_Offset_mps different than Ego.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""$LeadVehicle_VaryingSpeed_Rate_mps2"" dynamicsDimension=""rate"" />
      <SpeedActionTarget>
        <RelativeTargetSpeed entityRef=""Ego"" value=""$LeadVehicle_VaryingSpeed_Negative_Offset_mps"" speedTargetValueType=""delta"" continuous=""false"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes the speed to 0.0m/s linearly at a rate of $LeadVehicle_Deceleration_Rate_mps2m/s².,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""$LeadVehicle_Deceleration_Rate_mps2"" dynamicsDimension=""rate"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""0.0"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes to Ego’s lane.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""sinusoidal"" value=""$CutInVehicle_LaneChange_MaxLateralVelocity_Vy_mps"" dynamicsDimension=""rate"" />
      <LaneChangeTarget>
        <RelativeTargetLane entityRef=""Ego"" value=""0"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
changes the speed linearly to ${$CutInVehicle_Acceleration_Target_kph / 3.6}m/s at a rate of $CutInVehicle_Acceleration_Rate_mps2m/s².,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""$CutInVehicle_Acceleration_Rate_mps2"" dynamicsDimension=""rate"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""${$CutInVehicle_Acceleration_Target_kph / 3.6}"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes to the $CutOutVehicle_RelativeTargetLane lane of TargetBlocking.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""sinusoidal"" value=""$CutOutVehicle_LaneChange_MaxLateralVelocity_Vy_mps"" dynamicsDimension=""rate"" />
      <LaneChangeTarget>
        <RelativeTargetLane entityRef=""TargetBlocking"" value=""$CutOutVehicle_RelativeTargetLane"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
drives with an offset of $SideVehicle_FinalLateralOffset_mm based on Ego.,"<PrivateAction>
  <LateralAction>
    <LaneOffsetAction continuous=""false"">
      <LaneOffsetActionDynamics maxLateralAcc=""$Swerve_MaxLateralAcc_mps2"" dynamicsShape=""sinusoidal"" />
      <LaneOffsetTarget>
        <RelativeTargetLaneOffset entityRef=""Ego"" value=""$SideVehicle_FinalLateralOffset_m"" />
      </LaneOffsetTarget>
    </LaneOffsetAction>
  </LateralAction>
</PrivateAction>"
