description,code
The car entity referencing the catalog model 'ego_car' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.02"" length=""4.85"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties>
      <Property name=""type"" value=""ego_vehicle"" />
    </Properties>
  </Vehicle>
</ScenarioObject>"
The truck entity is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""8.59"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties>
      <Property name=""type"" value=""ego_vehicle"" />
    </Properties>
  </Vehicle>
</ScenarioObject>"
The truck entity 'EgoVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""19.3"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties>
      <Property name=""type"" value=""ego_vehicle"" />
    </Properties>
  </Vehicle>
</ScenarioObject>"
"The truck entity 'EgoVehicle' with bounding box dimensions of length 17.38 m, width 2.5 m, height 1.6 m and a maximum speed performance of 60 m/s is","<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""17.38"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties>
      <Property name=""type"" value=""ego_vehicle"" />
    </Properties>
  </Vehicle>
</ScenarioObject>"
The entity is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_red"" />
</ScenarioObject>"
The entity 'Target' referencing the catalog model 'car_blue' is,"<ScenarioObject name=""Target"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_blue"" />
</ScenarioObject>"
The entity 'Ego' referencing the catalog model '$HostVehicle' is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$HostVehicle"" />
  <ObjectController>
    <Controller name=""ACCController"">
      <Properties>
        <Property name=""timeGap"" value=""1.0"" />
        <Property name=""mode"" value=""override"" />
        <Property name=""setSpeed"" value=""${$EgoSpeed / 3.6}"" />
      </Properties>
    </Controller>
  </ObjectController>
</ScenarioObject>"
The entity 'Target' referencing the catalog model '$TargetVehicle' is,"<ScenarioObject name=""Target"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$TargetVehicle"" />
</ScenarioObject>"
The entity 'Ego' referencing the catalog model '$HostVehicle' is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$HostVehicle"" />
  <ObjectController>
    <Controller name=""ALKSController"" />
  </ObjectController>
</ScenarioObject>"
The entity is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_white"" />
  <ObjectController>
    <Controller name=""ALKS_R157SM_Controller"">
      <Properties>
        <Property name=""model"" value=""Regulation"" />
        <Property name=""logLevel"" value=""2"" />
        <Property name=""cruise"" value=""true"" />
      </Properties>
    </Controller>
  </ObjectController>
</ScenarioObject>"
The entity referencing the catalog model 'car_red' is,"<ScenarioObject name=""Target"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_red"" />
</ScenarioObject>"
The bicycle entity 'Cyclist' referencing the catalog model 'bicycle' is,"<ScenarioObject name=""Cyclist"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""bicycle"" />
</ScenarioObject>"
The entity 'Ego' referencing the catalog model '$EgoVehicle' is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$EgoVehicle"" />
</ScenarioObject>"
The entity 'Ego' referencing the catalog model '$HostVehicle' is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$HostVehicle"" />
</ScenarioObject>"
The entity 'OverTaker' referencing the catalog model '$TargetVehicle' is,"<ScenarioObject name=""OverTaker"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$TargetVehicle"" />
</ScenarioObject>"
The entity 'Ego' referencing the catalog model '$HostVehicle' is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$HostVehicle"" />
  <ObjectController>
    <CatalogReference catalogName=""ControllerCatalog"" entryName=""interactiveDriver"" />
  </ObjectController>
</ScenarioObject>"
"The car entity 'OverTaker' with bounding box dimensions of length 5.04 m, width 2.0 m, height 1.5 m and a maximum speed performance of 100.0 m/s is","<ScenarioObject name=""OverTaker"">
  <Vehicle name=""car_red"" vehicleCategory=""car"" model3d=""../models/car_red.osgb"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""1.45"" y=""0.0"" z=""0.75"" />
      <Dimensions width=""2.0"" length=""5.04"" height=""1.5"" />
    </BoundingBox>
    <Performance maxSpeed=""100.0"" maxDeceleration=""100.0"" maxAcceleration=""100.0"" />
    <Axles>
      <FrontAxle maxSteering=""0.523598775598"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0.523598775598"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties>
      <Property name=""model_id"" value=""2"" />
      <Property name=""scaleMode"" value=""BBToModel"" />
    </Properties>
  </Vehicle>
</ScenarioObject>"
The vehicle entity is,"<ScenarioObject name=""Ego"">
  <Vehicle name=""car_white"" vehicleCategory=""car"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""2.0"" y=""0"" z=""0.9"" />
      <Dimensions height=""1.8"" length=""5"" width=""2"" />
    </BoundingBox>
    <Performance maxAcceleration=""10"" maxDeceleration=""10"" maxSpeed=""69"" />
    <Axles>
      <FrontAxle maxSteering=""30"" positionX=""2.98"" positionZ=""0.4"" trackWidth=""1.68"" wheelDiameter=""0.8"" />
      <RearAxle maxSteering=""30"" positionX=""0"" positionZ=""0.4"" trackWidth=""1.68"" wheelDiameter=""0.8"" />
    </Axles>
    <Properties>
      <Property name=""model_id"" value=""0"" />
      <File filepath=""../models/car_white.osgb"" />
    </Properties>
  </Vehicle>
</ScenarioObject>"
The entity 'Target1' referencing the catalog model 'car_red' is,"<ScenarioObject name=""Target1"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_red"" />
</ScenarioObject>"
The entity referencing the catalog model 'car_yellow' is,"<ScenarioObject name=""SumoVehicles"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_yellow"" />
  <ObjectController>
    <CatalogReference catalogName=""ControllerCatalog"" entryName=""sumoController"">
      <ParameterAssignments>
        <ParameterAssignment parameterRef=""OverrideVehicleScaleMode"" value=""BBToModel"" />
      </ParameterAssignments>
    </CatalogReference>
  </ObjectController>
</ScenarioObject>"
The entity is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_white"" />
  <ObjectController>
    <Controller name=""InteractiveController"">
      <Properties>
        <Property name=""esminiController"" value=""InteractiveController"" />
      </Properties>
    </Controller>
  </ObjectController>
</ScenarioObject>"
The entity referencing the catalog model 'car_red' is,"<ScenarioObject name=""Dummy"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_red"" />
</ScenarioObject>"
The entity is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_white"" />
</ScenarioObject>"
The bicycle entity 'bike' referencing the catalog model 'bicycle' is,"<ScenarioObject name=""bike"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""bicycle"" />
</ScenarioObject>"
The obstacle entity 'Box' with a mass of 200.0 kg is,"<ScenarioObject name=""Box"">
  <MiscObject name=""box"" miscObjectCategory=""obstacle"" model3d=""../models/box_cc_by.osgb"" mass=""200.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""0.0"" y=""0.0"" z=""0.75"" />
      <Dimensions width=""1.0"" length=""2.0"" height=""1.2"" />
    </BoundingBox>
    <Properties>
      <Property name=""scaleMode"" value=""ModelToBB"" />
      <Property name=""model_id"" value=""15"" />
    </Properties>
  </MiscObject>
</ScenarioObject>"
The entity is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_white"" />
  <ObjectController>
    <CatalogReference catalogName=""ControllerCatalog"" entryName=""followGhost"">
      <ParameterAssignments>
        <ParameterAssignment parameterRef=""$HeadStartTime"" value=""2.5"" />
        <ParameterAssignment parameterRef=""$FollowMode"" value=""position"" />
        <ParameterAssignment parameterRef=""LookaheadSpeed"" value=""0.5"" />
        <ParameterAssignment parameterRef=""MinLookaheadSpeed"" value=""7.0"" />
        <ParameterAssignment parameterRef=""LookaheadSteering"" value=""0.5"" />
        <ParameterAssignment parameterRef=""MinLookaheadSteering"" value=""7.0"" />
      </ParameterAssignments>
    </CatalogReference>
  </ObjectController>
</ScenarioObject>"
The entity is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_white"" />
  <ObjectController>
    <CatalogReference catalogName=""ControllerCatalog"" entryName=""followReference"">
      <ParameterAssignments>
        <ParameterAssignment parameterRef=""StanleyCrossTrackErrorGain"" value=""$cross_track_error_gain"" />
        <ParameterAssignment parameterRef=""StanleyHeadingGain"" value=""$heading_gain"" />
        <ParameterAssignment parameterRef=""StanleyCurvatureGain"" value=""1.0"" />
        <ParameterAssignment parameterRef=""StanleySpeedStabilizer"" value=""0.5"" />
        <ParameterAssignment parameterRef=""SpeedControlStiffness"" value=""3.0"" />
      </ParameterAssignments>
    </CatalogReference>
  </ObjectController>
</ScenarioObject>"
The entity 'A1' referencing the catalog model 'car_police' is,"<ScenarioObject name=""A1"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_police"" />
</ScenarioObject>"
The entity 'A2' referencing the catalog model 'car_blue' is,"<ScenarioObject name=""A2"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_blue"" />
</ScenarioObject>"
The entity referencing the catalog model 'car_yellow' is,"<ScenarioObject name=""A3"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_yellow"" />
</ScenarioObject>"
The entity 'A4' referencing the catalog model 'scooter' is,"<ScenarioObject name=""A4"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""scooter"" />
</ScenarioObject>"
The entity referencing the catalog model 'bus_blue' is,"<ScenarioObject name=""A5"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""bus_blue"" />
</ScenarioObject>"
The entity 'Ego' referencing the catalog model 'car_white' is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_white"" />
  <ObjectController>
    <CatalogReference catalogName=""ControllerCatalog"" entryName=""interactiveDriver"" />
  </ObjectController>
</ScenarioObject>"
The entity 'Car' referencing the catalog model '$CarVehicle' is,"<ScenarioObject name=""Car"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$CarVehicle"" />
</ScenarioObject>"
The entity 'Truck' referencing the catalog model 'semi_truck_with_extra_trailer' is,"<ScenarioObject name=""Truck"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""semi_truck_with_extra_trailer"" />
</ScenarioObject>"
The entity 'Target1' referencing the catalog model '$TargetVehicle1' is,"<ScenarioObject name=""Target1"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$TargetVehicle1"" />
</ScenarioObject>"
The entity 'Target2' referencing the catalog model '$TargetVehicle2' is,"<ScenarioObject name=""Target2"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$TargetVehicle2"" />
</ScenarioObject>"
The entity 'NPC' referencing the catalog model '$NPCVehicle' is,"<ScenarioObject name=""NPC"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$NPCVehicle"" />
</ScenarioObject>"
The entity 'Truck' referencing the catalog model 'semi_truck_with_extra_trailer' is,"<ScenarioObject name=""Truck"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""semi_truck_with_extra_trailer"" />
  <ObjectController>
    <CatalogReference catalogName=""ControllerCatalog"" entryName=""interactiveDriver"">
      <ParameterAssignments>
        <ParameterAssignment parameterRef=""SteeringRate"" value=""1.0"" />
      </ParameterAssignments>
    </CatalogReference>
  </ObjectController>
</ScenarioObject>"
The pedestrian entity 'pedestrian_adult' with a mass of 80 kg is,"<ScenarioObject name=""pedestrian_adult"">
  <Pedestrian mass=""80"" model=""EPTa"" name=""pedestrian_adult"" pedestrianCategory=""pedestrian"" model3d=""../models/walkman.osgb"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""0.06"" y=""0.0"" z=""0.923"" />
      <Dimensions height=""1.8"" length=""0.6"" width=""0.5"" />
    </BoundingBox>
    <Properties>
      <Property name=""scaleMode"" value=""BBToModel"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity referencing the catalog model 'pedestrian_adult' is,"<ScenarioObject name=""pedestrian_adult"">
  <CatalogReference catalogName=""PedestrianCatalog"" entryName=""pedestrian_adult"" />
</ScenarioObject>"
The entity 'Lead' referencing the catalog model '$LeadVehicle' is,"<ScenarioObject name=""Lead"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$LeadVehicle"" />
</ScenarioObject>"
The entity referencing the catalog model 'car_white' is,"<ScenarioObject name=""Car1"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_white"" />
</ScenarioObject>"
The entity 'Car2' referencing the catalog model 'car_red' is,"<ScenarioObject name=""Car2"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_red"" />
</ScenarioObject>"
The entity 'SumoVehicles' referencing the catalog model 'car_yellow' is,"<ScenarioObject name=""SumoVehicles"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_yellow"" />
  <ObjectController>
    <Controller name=""SumoTraffic"">
      <Properties>
        <Property name=""esminiController"" value=""SumoController"" />
        <Property name=""overrideVehicleScaleMode"" value=""BBToModel"" />
        <File filepath=""../sumo_inputs/multi_intersections.sumocfg"" />
      </Properties>
    </Controller>
  </ObjectController>
</ScenarioObject>"
The entity 'Ego' referencing the catalog model '$EgoVehicle' is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$EgoVehicle"" />
  <ObjectController>
    <CatalogReference catalogName=""ControllerCatalog"" entryName=""interactiveDriver"" />
  </ObjectController>
</ScenarioObject>"
The entity 'NPC1' referencing the catalog model '$NPC1Vehicle' is,"<ScenarioObject name=""NPC1"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$NPC1Vehicle"" />
</ScenarioObject>"
The entity 'NPC2' referencing the catalog model '$NPC2Vehicle' is,"<ScenarioObject name=""NPC2"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$NPC2Vehicle"" />
</ScenarioObject>"
The entity 'NPC3' referencing the catalog model '$NPC3Vehicle' is,"<ScenarioObject name=""NPC3"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$NPC3Vehicle"" />
</ScenarioObject>"
The entity 'NPC4' referencing the catalog model '$NPC4Vehicle' is,"<ScenarioObject name=""NPC4"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$NPC4Vehicle"" />
</ScenarioObject>"
The entity 'MS1' referencing the catalog model '$MS1Vehicle' is,"<ScenarioObject name=""MS1"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$MS1Vehicle"" />
</ScenarioObject>"
The entity 'MS2' referencing the catalog model '$MS2Vehicle' is,"<ScenarioObject name=""MS2"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""$MS2Vehicle"" />
</ScenarioObject>"
The pedestrian entity referencing the catalog model 'pedestrian_adult' is,"<ScenarioObject name=""Pedestrian_1"">
  <CatalogReference catalogName=""PedestrianCatalog"" entryName=""pedestrian_adult"" />
</ScenarioObject>"
The pedestrian entity 'Pedestrian_2' referencing the catalog model 'pedestrian_adult' is,"<ScenarioObject name=""Pedestrian_2"">
  <CatalogReference catalogName=""PedestrianCatalog"" entryName=""pedestrian_adult"" />
</ScenarioObject>"
The entity referencing the catalog model 'car_white_with_trailer' is,"<ScenarioObject name=""Ego"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_white_with_trailer"" />
</ScenarioObject>"
The entity 'Semi_truck' referencing the catalog model 'semi_truck' is,"<ScenarioObject name=""Semi_truck"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""semi_truck"" />
</ScenarioObject>"
The entity is,"<ScenarioObject name=""Semi_truck_with_extra_trailer"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""semi_truck_with_extra_trailer"" />
</ScenarioObject>"
The entity referencing the catalog model 'truck_trailer' is,"<ScenarioObject name=""Truck_trailer2"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""truck_trailer"" />
</ScenarioObject>"
The entity is,"<ScenarioObject name=""Truck_trailer1"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""truck_trailer"">
    <ParameterAssignments>
      <ParameterAssignment parameterRef=""$TrailerRef"" value=""Truck_trailer2"" />
    </ParameterAssignments>
  </CatalogReference>
</ScenarioObject>"
The entity 'Semi_trailer' referencing the catalog model 'semi_trailer' is,"<ScenarioObject name=""Semi_trailer"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""semi_trailer"">
    <ParameterAssignments>
      <ParameterAssignment parameterRef=""$TrailerRef"" value=""Truck_trailer1"" />
    </ParameterAssignments>
  </CatalogReference>
</ScenarioObject>"
The entity referencing the catalog model 'semi_tractor' is,"<ScenarioObject name=""Semi_tractor"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""semi_tractor"">
    <ParameterAssignments>
      <ParameterAssignment parameterRef=""$TrailerRef"" value=""Semi_trailer"" />
    </ParameterAssignments>
  </CatalogReference>
</ScenarioObject>"
The entity 'Trailer' referencing the catalog model 'car_trailer' is,"<ScenarioObject name=""Trailer"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_trailer"" />
</ScenarioObject>"
The entity is,"<ScenarioObject name=""Car"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_white"" />
</ScenarioObject>"
"The car entity 'Target' with bounding box dimensions of length 4.5 m, width 1.8 m, height 1.5 m and a maximum speed performance of 69 m/s is","<ScenarioObject name=""Target"">
  <Vehicle name=""car_red"" vehicleCategory=""car"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""1.3"" y=""0"" z=""0.8"" />
      <Dimensions height=""1.5"" length=""4.5"" width=""1.8"" />
    </BoundingBox>
    <Performance maxAcceleration=""10"" maxDeceleration=""10"" maxSpeed=""69"" />
    <Axles>
      <FrontAxle maxSteering=""30"" positionX=""2.98"" positionZ=""0.4"" trackWidth=""1.68"" wheelDiameter=""0.8"" />
      <RearAxle maxSteering=""30"" positionX=""0"" positionZ=""0.4"" trackWidth=""1.68"" wheelDiameter=""0.8"" />
    </Axles>
    <Properties>
      <Property name=""model_id"" value=""2"" />
      <File filepath=""../models/car_red.osgb"" />
    </Properties>
  </Vehicle>
</ScenarioObject>"
The entity 'Truck' referencing the catalog model 'semi_truck_with_extra_trailer_rotating_axle' is,"<ScenarioObject name=""Truck"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""semi_truck_with_extra_trailer_rotating_axle"" />
</ScenarioObject>"
The entity 'Car3' referencing the catalog model 'car_yellow' is,"<ScenarioObject name=""Car3"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_yellow"" />
</ScenarioObject>"
The entity 'Car4' referencing the catalog model 'car_blue' is,"<ScenarioObject name=""Car4"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""car_blue"" />
</ScenarioObject>"
The entity referencing the catalog model 'van_red' is,"<ScenarioObject name=""Car5"">
  <CatalogReference catalogName=""VehicleCatalog"" entryName=""van_red"" />
</ScenarioObject>"
The entity 'Ego' referencing the catalog model 'VW_Golf_Sportsvan_2015' is,"<ScenarioObject name=""Ego"">
  <CatalogReference entryName=""VW_Golf_Sportsvan_2015"" catalogName=""Vehicles"" />
</ScenarioObject>"
The entity referencing the catalog model 'NCAP_GlobalVehicleTarget' is,"<ScenarioObject name=""GVT"">
  <CatalogReference entryName=""NCAP_GlobalVehicleTarget"" catalogName=""Vehicles"" />
</ScenarioObject>"
The entity referencing the catalog model 'NCAP_ObstructionVehicle_Large' is,"<ScenarioObject name=""SOV"">
  <CatalogReference entryName=""NCAP_ObstructionVehicle_Large"" catalogName=""Vehicles"" />
</ScenarioObject>"
The entity 'Target' referencing the catalog model '$Target_catalogEntry' is,"<ScenarioObject name=""Target"">
  <CatalogReference entryName=""$Target_catalogEntry"" catalogName=""$Target_catalogName"" />
</ScenarioObject>"
The bicycle entity referencing the catalog model 'NCAP_Bicycle' is,"<ScenarioObject name=""VRU"">
  <CatalogReference entryName=""NCAP_Bicycle"" catalogName=""Vehicles"" />
</ScenarioObject>"
The entity 'ObstructionSmall' referencing the catalog model 'NCAP_ObstructionVehicle_Small' is,"<ScenarioObject name=""ObstructionSmall"">
  <CatalogReference catalogName=""Vehicles"" entryName=""NCAP_ObstructionVehicle_Small"" />
</ScenarioObject>"
The entity 'ObstructionLarge' referencing the catalog model 'NCAP_ObstructionVehicle_Large' is,"<ScenarioObject name=""ObstructionLarge"">
  <CatalogReference catalogName=""Vehicles"" entryName=""NCAP_ObstructionVehicle_Large"" />
</ScenarioObject>"
The VRU entity 'VRU' referencing the catalog model '$VRU_catalogEntry' is,"<ScenarioObject name=""VRU"">
  <CatalogReference entryName=""$VRU_catalogEntry"" catalogName=""$VRU_catalogName"" />
</ScenarioObject>"
The adult pedestrian entity referencing the catalog model 'NCAP_Adult' is,"<ScenarioObject name=""VRU"">
  <CatalogReference entryName=""NCAP_Adult"" catalogName=""Pedestrians"" />
</ScenarioObject>"
The child pedestrian entity 'VRU' referencing the catalog model 'NCAP_Child' is,"<ScenarioObject name=""VRU"">
  <CatalogReference entryName=""NCAP_Child"" catalogName=""Pedestrians"" />
</ScenarioObject>"
The entity 'ObstructionVehicle_Large' referencing the catalog model '$ObstructionVehicle_Large_catalogEntry' is,"<ScenarioObject name=""ObstructionVehicle_Large"">
  <CatalogReference catalogName=""$ObstructionVehicle_Large_catalogName"" entryName=""$ObstructionVehicle_Large_catalogEntry"" />
</ScenarioObject>"
The entity 'ObstructionVehicle_Small' referencing the catalog model '$ObstructionVehicle_Small_catalogEntry' is,"<ScenarioObject name=""ObstructionVehicle_Small"">
  <CatalogReference catalogName=""$ObstructionVehicle_Small_catalogName"" entryName=""$ObstructionVehicle_Small_catalogEntry"" />
</ScenarioObject>"
The entity 'ObstructionVehicle_Small2' referencing the catalog model '$ObstructionVehicle_Small_catalogEntry' is,"<ScenarioObject name=""ObstructionVehicle_Small2"">
  <CatalogReference catalogName=""$ObstructionVehicle_Small_catalogName"" entryName=""$ObstructionVehicle_Small_catalogEntry"" />
</ScenarioObject>"
The entity 'Target' referencing the catalog model 'NCAP_GlobalVehicleTarget' is,"<ScenarioObject name=""Target"">
  <CatalogReference entryName=""NCAP_GlobalVehicleTarget"" catalogName=""Vehicles"" />
</ScenarioObject>"
The pedestrian entity 'indiv0Pedestrian' with a mass of 100.0 kg is,"<ScenarioObject name=""indiv0Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0001"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0001"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity with bounding box dimensions of height 10.0 m and a mass of 100.0 kg is,"<ScenarioObject name=""indiv1Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0002"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0002"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv2Pedestrian' with a mass of 100.0 kg is,"<ScenarioObject name=""indiv2Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0003"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0003"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv3Pedestrian' with a mass of 100.0 kg is,"<ScenarioObject name=""indiv3Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0004"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0004"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity is,"<ScenarioObject name=""indiv4Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0005"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0005"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
